Name,Phone,Date,Duration_timespan,Duration_Sec
"Roberta Gorczany","6782844083","29/12/21 06:26:27 PM","00:17:28","28"
"Lucious Grant","6212311665","14/02/22 04:09:21 PM","00:53:38","38"
"Hallie Walsh","8125458303","31/05/23 12:21:30 PM","00:54:21","21"
"Hallie Walsh","8125458303","13/11/21 05:54:18 PM","00:47:45","45"
"Zakary Jerde","7558066525","30/03/23 12:10:49 PM","00:30:13","13"
"Eulalia Carter","6620381605","05/06/23 03:07:37 PM","00:46:45","45"
"Destini Hilll","7748632750","02/05/21 04:46:57 AM","00:45:10","10"
"Shaniya Shields","8214805385","23/07/21 08:50:43 PM","00:17:01","1"
"Jordan Toy","6637305371","06/02/21 01:16:17 PM","00:35:22","22"
"Zakary Jerde","7558066525","30/05/23 01:13:01 PM","00:15:20","20"
"Brigitte Wyman","8177025320","26/02/21 02:20:38 PM","00:24:50","50"
"Thad Sawayn","8187164073","02/07/22 11:57:08 AM","00:43:52","52"
"Alayna Glover","8154056327","27/03/21 01:44:28 PM","00:39:58","58"
"Jose Brekke","6667002384","06/06/21 04:36:38 PM","00:48:03","3"
"Gail Kunde","7144608124","19/07/22 05:54:22 AM","00:33:03","3"
"Jordan Toy","6637305371","08/10/22 04:07:14 PM","00:17:38","38"
"Dexter Rodriguez","7567834867","23/10/21 08:30:03 PM","00:25:10","10"
"Wellington Grimes","6066455212","30/03/23 07:12:24 AM","00:37:34","34"
"Darron Towne","6481435540","17/10/21 12:39:08 AM","00:26:01","1"
"Zakary Jerde","7558066525","12/09/22 06:08:20 PM","00:36:51","51"
"Adriel Kiehn","7143743413","10/07/21 10:35:11 PM","00:56:33","33"
"Alayna Glover","8154056327","12/03/22 06:08:15 AM","00:36:30","30"
"Adriel Kiehn","7143743413","30/03/22 08:58:35 AM","00:51:25","25"
"Isom Schumm","6287361620","05/09/22 08:44:03 AM","00:03:19","19"
"Dexter Rodriguez","7567834867","16/07/22 07:26:36 PM","00:23:47","47"
"Abigayle Barton","8425588575","13/05/21 01:15:17 PM","00:05:52","52"
"Wellington Grimes","6066455212","30/07/21 11:23:02 AM","00:57:15","15"
"Noe Howe","8642773250","24/02/23 12:15:37 AM","00:27:57","57"
"Adolphus McGlynn","7674284835","18/04/21 11:16:00 AM","00:59:45","45"
"Zakary Jerde","7558066525","18/09/22 06:28:14 AM","00:06:21","21"
"Maida Kassulke","7435070538","12/01/21 07:08:31 PM","00:20:49","49"
"Ross Ondricka","8874661140","13/01/21 11:49:51 PM","00:39:49","49"
"Shaniya Shields","8214805385","24/10/21 05:50:48 PM","00:17:51","51"
"Kim Lesch","8671863255","27/03/22 05:10:16 AM","00:47:23","23"
"Juana Welch","8440655110","20/05/22 01:33:58 PM","00:26:57","57"
"Madie Christiansen","8134067075","12/09/22 10:32:14 AM","00:51:42","42"
"Mauricio Wilderman","6415734707","12/04/22 01:29:17 AM","00:36:55","55"
"Loy Anderson","7751552622","24/08/22 01:54:20 PM","00:44:32","32"
"Brigitte Wyman","8177025320","11/11/21 11:22:14 AM","00:55:40","40"
"Grady Wintheiser","6252764861","27/08/21 02:50:27 PM","00:12:47","47"
"Meagan Torp","8815612476","22/10/22 01:25:32 PM","00:26:19","19"
"Hailee Dooley","8500332382","24/07/21 12:29:53 PM","00:49:56","56"
"Osbaldo Frami","6363788523","31/01/23 10:26:26 AM","00:56:58","58"
"Monique Effertz","7226776178","17/10/22 03:26:26 AM","00:48:39","39"
"Morris Goldner","8880873376","16/01/21 03:18:12 AM","00:26:19","19"
"Catharine Dare","7475065872","30/01/21 07:21:23 PM","00:54:20","20"
"Alexandro Heidenreich","7016647153","30/07/22 12:12:40 PM","00:49:47","47"
"Monique Effertz","7226776178","29/03/21 06:31:10 AM","00:04:59","59"
"Barrett Ritchie","8621786146","27/02/23 08:08:10 PM","00:38:59","59"
"Darron Towne","6481435540","13/04/23 09:07:47 PM","00:56:11","11"
"Lysanne O'Conner","6716264882","14/04/23 08:34:35 PM","00:26:33","33"
"Mireya Gusikowski","6171017041","05/04/22 10:10:30 AM","00:47:12","12"
"Gust Mueller","8615272163","03/07/23 07:50:13 PM","00:31:17","17"
"Barrett Ritchie","8621786146","13/03/21 01:23:50 AM","00:07:41","41"
"Darron Towne","6481435540","26/02/23 01:29:45 PM","00:50:55","55"
"Onie Yundt","8474018636","26/07/21 04:02:46 PM","00:45:58","58"
"Catharine Dare","7475065872","14/03/21 08:01:23 PM","00:12:47","47"
"Nash Cummings","8558821633","23/07/21 02:26:07 AM","00:52:50","50"
"Mckenna Greenfelder","8474444466","03/03/23 11:11:24 PM","00:06:04","4"
"Amos Wisoky","7524067281","22/09/22 06:01:51 PM","00:59:44","44"
"Darren Heathcote","7444817032","11/06/23 07:18:49 AM","00:40:15","15"
"Roberta Gorczany","6782844083","27/10/22 05:58:52 AM","00:48:43","43"
"Bradley Herman","8134657302","27/04/21 06:17:49 AM","00:44:11","11"
"Darren Heathcote","7444817032","10/05/22 04:47:10 AM","00:38:01","1"
"Morris Goldner","8880873376","21/01/23 09:50:04 AM","00:06:45","45"
"Mina Jones","8122755614","05/12/22 12:15:38 PM","00:06:03","3"
"Rudy Gleichner","8158818283","12/04/23 03:39:09 PM","00:40:02","2"
"Lucienne Konopelski","6800123174","08/11/22 02:24:12 PM","00:54:09","9"
"Kim Lesch","8671863255","03/06/21 04:18:30 PM","00:52:54","54"
"Jane Prosacco","7618060341","19/02/22 10:11:29 AM","00:30:40","40"
"Katelin Dicki","7771071266","24/05/21 02:44:47 AM","00:19:30","30"
"Zakary Jerde","7558066525","25/04/23 10:13:55 PM","00:49:41","41"
"Jacques Kessler","8027520724","28/04/22 12:13:08 AM","00:11:19","19"
"Cordia Weissnat","8714675243","13/01/21 03:01:17 PM","00:50:53","53"
"Maida Kassulke","7435070538","22/02/23 05:06:25 PM","00:31:07","7"
"Lenna Lueilwitz","6336328528","11/07/21 10:35:13 AM","00:36:59","59"
"Tiara Blick","8544178677","05/01/23 08:44:07 PM","00:18:08","8"
"Tiara Blick","8544178677","16/12/22 10:22:06 AM","00:05:55","55"
"Theron Osinski","6656424264","14/05/23 06:03:41 PM","00:10:26","26"
"Monique Effertz","7226776178","19/03/22 05:52:08 PM","00:19:36","36"
"Kara Hackett","8371131081","10/01/21 10:36:02 PM","00:50:33","33"
"Thad Sawayn","8187164073","07/05/23 08:32:27 AM","00:41:03","3"
"Adolphus McGlynn","7674284835","14/03/22 07:48:33 AM","00:47:30","30"
"Rudy Gleichner","8158818283","06/12/21 08:18:20 AM","00:19:16","16"
"Onie Yundt","8474018636","12/04/22 06:14:55 AM","00:37:26","26"
"Ross Ondricka","8874661140","08/11/22 12:29:54 AM","00:40:01","1"
"Darlene Schmitt","7465500580","09/07/22 02:00:31 AM","00:54:16","16"
"Cristopher Gislason","6542362170","27/04/21 06:36:41 PM","00:49:23","23"
"Lenna Lueilwitz","6336328528","27/01/21 01:55:13 AM","00:48:57","57"
"Jane Prosacco","7618060341","06/07/21 10:20:31 PM","00:07:33","33"
"Selmer Moen","8073015233","21/08/21 06:01:21 AM","00:53:34","34"
"Leonel Crona","6626720382","18/05/22 10:48:54 PM","00:35:28","28"
"Barrett Ritchie","8621786146","17/01/21 04:29:13 AM","00:15:52","52"
"Hailee Dooley","8500332382","28/09/21 01:08:05 AM","00:21:47","47"
"Alice Spencer","8868223038","02/04/23 12:16:04 AM","00:07:09","9"
"Sydnie Adams","6111075846","17/07/21 03:24:04 AM","00:01:01","1"
"Clovis Boyer","7672443644","04/01/23 08:39:16 PM","00:01:50","50"
"Buck Erdman","7420567307","25/05/21 02:15:41 PM","00:28:49","49"
"Catharine Dare","7475065872","26/05/23 06:19:37 AM","00:27:49","49"
"Amos Wisoky","7524067281","16/09/21 06:11:26 AM","00:15:24","24"
"Brigitte Wyman","8177025320","06/05/22 11:35:56 AM","00:06:42","42"
"Nash Cummings","8558821633","16/05/22 03:49:03 AM","00:14:51","51"
"Terrence Beer","8186680762","20/06/22 07:37:14 AM","00:21:34","34"
"Enrique Frami","6380715712","16/06/22 04:58:52 PM","00:05:25","25"
"Alexandro Heidenreich","7016647153","27/06/23 12:28:19 AM","00:58:36","36"
"Margret Veum","8008140110","19/04/21 04:12:30 PM","00:40:53","53"
"Connor Ward","7726866607","19/05/23 12:10:48 PM","00:50:53","53"
"Horace Kirlin","8441388320","27/02/21 10:51:13 AM","00:39:22","22"
"Lucious Grant","6212311665","24/12/21 07:49:23 PM","00:02:04","4"
"Heaven Oberbrunner","6142278425","25/06/23 02:23:34 PM","00:16:31","31"
"Tiara Blick","8544178677","12/03/21 08:02:24 AM","00:33:33","33"
"Jasmin Balistreri","6856377365","22/01/21 03:06:23 AM","00:54:27","27"
"Elbert Reichel","8812480763","02/08/22 08:34:21 PM","00:20:12","12"
"Kennedy Borer","7307402025","23/06/22 09:20:51 PM","00:30:48","48"
"Alisa Schoen","6264071647","09/02/23 08:26:33 AM","00:56:38","38"
"Amos Wisoky","7524067281","12/07/21 09:21:17 AM","00:20:52","52"
"Adolphus McGlynn","7674284835","26/04/21 08:16:52 PM","00:27:14","14"
"Adolphus McGlynn","7674284835","04/03/22 02:45:49 PM","00:04:35","35"
"Lenna Lueilwitz","6336328528","28/08/22 04:20:07 PM","00:27:55","55"
"Ross Ondricka","8874661140","05/12/22 08:14:20 PM","00:42:57","57"
"Jacques Kessler","8027520724","18/02/21 02:41:12 PM","00:12:17","17"
"Thad Sawayn","8187164073","01/06/23 05:11:22 AM","00:05:55","55"
"Barrett Ritchie","8621786146","25/09/21 04:19:34 AM","00:06:27","27"
"Clovis Boyer","7672443644","05/06/22 06:01:34 PM","00:46:02","2"
"Adriel Kiehn","7143743413","04/06/23 02:06:40 AM","00:46:22","22"
"Terrence Beer","8186680762","20/12/21 06:44:53 PM","00:13:57","57"
"Theron Osinski","6656424264","13/10/21 10:33:02 PM","00:25:32","32"
"Julian Hirthe","8750634144","10/11/22 02:49:08 AM","00:37:59","59"
"Monique Effertz","7226776178","29/11/22 07:07:06 AM","00:48:49","49"
"Jordan Toy","6637305371","15/01/23 02:54:48 AM","00:18:22","22"
"Elizabeth Kerluke","7641637280","09/09/21 05:50:25 PM","00:33:37","37"
"Kadin Wilderman","7820212022","18/09/22 02:37:45 PM","00:01:40","40"
"Brigitte Wyman","8177025320","28/10/22 07:56:51 AM","00:51:13","13"
"Maida Kassulke","7435070538","01/06/21 04:26:54 AM","00:33:06","6"
"Adolphus McGlynn","7674284835","23/07/22 02:05:03 AM","00:03:16","16"
"Heaven Oberbrunner","6142278425","30/03/23 09:36:33 AM","00:38:29","29"
"Jarod Tromp","6738863880","06/04/21 07:29:36 PM","00:42:03","3"
"Lucious Grant","6212311665","05/08/21 02:09:03 PM","00:08:52","52"
"Darren Heathcote","7444817032","16/07/21 04:07:41 PM","00:15:59","59"
"Carroll Rowe","7483527142","24/12/21 06:41:43 AM","00:23:16","16"
"Zakary Jerde","7558066525","16/11/22 11:07:10 AM","00:33:23","23"
"Amos Wisoky","7524067281","11/10/22 11:54:10 PM","00:43:46","46"
"Bradley Herman","8134657302","16/06/22 12:45:44 PM","00:09:33","33"
"Leonel Crona","6626720382","22/03/23 01:53:35 AM","00:13:11","11"
"Horace Kirlin","8441388320","12/06/21 02:00:35 PM","00:26:31","31"
"Maida Kassulke","7435070538","08/03/23 05:39:46 PM","00:10:24","24"
"Alexandro Heidenreich","7016647153","27/04/22 10:48:37 AM","00:54:45","45"
"Jedidiah Kuhic","8838455708","17/11/22 09:12:00 PM","00:31:59","59"
"Roberta Gorczany","6782844083","14/06/22 10:19:25 AM","00:46:07","7"
"Amos Wisoky","7524067281","08/01/23 09:45:04 PM","00:44:32","32"
"Roberta Gorczany","6782844083","19/08/22 02:35:51 AM","00:43:03","3"
"Lucienne Konopelski","6800123174","19/06/23 01:31:50 PM","00:28:39","39"
"Dexter Rodriguez","7567834867","03/03/21 04:38:46 AM","00:24:18","18"
"Rocio Lynch","8275473471","26/04/22 09:11:16 PM","00:50:42","42"
"Alexandro Heidenreich","7016647153","05/01/22 09:30:40 PM","00:44:49","49"
"Lenna Lueilwitz","6336328528","01/06/23 12:18:07 PM","00:00:01","1"
"Izabella Price","6302575247","08/11/22 09:20:39 AM","00:51:32","32"
"Rocio Lynch","8275473471","08/09/21 01:41:00 PM","00:23:03","3"
"Jasmin Balistreri","6856377365","10/03/22 03:43:58 AM","00:28:04","4"
"Maida Kassulke","7435070538","10/09/22 11:13:34 AM","00:37:01","1"
"Mckenna Greenfelder","8474444466","25/05/21 07:56:26 PM","00:52:47","47"
"Adriel Kiehn","7143743413","27/09/21 06:59:10 AM","00:53:16","16"
"Jane Prosacco","7618060341","20/10/22 01:38:47 AM","00:02:00","0"
"Margret Veum","8008140110","21/08/22 06:36:30 PM","00:00:23","23"
"Kim Lesch","8671863255","23/05/21 11:26:16 AM","00:35:09","9"
"Bradley Herman","8134657302","22/01/22 12:46:43 AM","00:58:29","29"
"Carroll Rowe","7483527142","24/05/22 08:58:13 AM","00:32:08","8"
"Marcus Homenick","8100511881","10/07/21 09:19:03 PM","00:39:52","52"
"Connor Ward","7726866607","24/02/21 02:58:33 PM","00:37:33","33"
"Juana Welch","8440655110","27/09/22 07:49:34 AM","00:26:02","2"
"Melisa Becker","6434263388","18/04/21 06:48:10 AM","00:38:24","24"
"Catharine Dare","7475065872","31/03/23 03:14:57 PM","00:42:05","5"
"Barrett Ritchie","8621786146","15/04/21 05:58:09 AM","00:08:17","17"
"Mauricio Wilderman","6415734707","07/03/22 09:33:10 AM","00:35:35","35"
"Lucious Grant","6212311665","04/04/23 04:25:55 AM","00:51:04","4"
"Gerard Bechtelar","7356483774","27/01/22 06:49:19 AM","00:43:36","36"
"Theron Osinski","6656424264","26/09/22 12:12:47 PM","00:58:53","53"
"Katelin Dicki","7771071266","29/03/22 10:53:32 PM","00:41:22","22"
"Cristopher Gislason","6542362170","07/03/23 11:01:10 PM","00:29:58","58"
"Wellington Grimes","6066455212","10/06/22 05:12:13 PM","00:29:55","55"
"Maida Kassulke","7435070538","01/01/22 05:24:29 AM","00:07:04","4"
"Jordyn Kunde","8074652402","28/11/22 10:31:07 AM","00:01:16","16"
"Kali Blanda","6174001627","05/07/23 05:44:35 AM","00:53:17","17"
"Bradley Herman","8134657302","07/07/22 03:07:46 AM","00:19:50","50"
"Reginald Wuckert","7171250628","25/06/22 01:03:30 PM","00:43:25","25"
"Alexandro Heidenreich","7016647153","08/08/22 09:00:57 AM","00:58:43","43"
"Sydnie Adams","6111075846","20/01/23 01:34:09 PM","00:44:46","46"
"Ross Ondricka","8874661140","02/02/22 05:54:53 PM","00:06:55","55"
"Shaniya Shields","8214805385","17/09/22 10:53:22 PM","00:32:42","42"
"Jada Kunze","6817842047","16/07/21 07:58:26 AM","00:43:04","4"
"Theron Osinski","6656424264","17/04/21 07:40:04 PM","00:17:00","0"
"Mauricio Wilderman","6415734707","01/07/22 09:26:27 PM","00:41:19","19"
"Kara Hackett","8371131081","07/01/23 11:14:14 PM","00:55:46","46"
"Bradley Herman","8134657302","05/04/21 12:47:30 PM","00:43:01","1"
"Reginald Wuckert","7171250628","30/08/22 12:05:28 AM","00:54:18","18"
"Osbaldo Frami","6363788523","29/09/21 07:10:22 AM","00:13:54","54"
"Meagan Torp","8815612476","25/03/22 02:24:31 AM","00:26:46","46"
"Morris Goldner","8880873376","09/07/21 03:50:30 PM","00:37:02","2"
"Jordyn Kunde","8074652402","08/02/23 07:31:26 PM","00:14:51","51"
"Tabitha Abshire","7511163240","09/05/23 02:10:16 PM","00:29:03","3"
"Wellington Grimes","6066455212","28/09/21 07:26:22 AM","00:41:23","23"
"Nash Cummings","8558821633","23/11/21 07:00:53 PM","00:01:43","43"
"Kali Blanda","6174001627","19/02/22 07:31:42 PM","00:38:02","2"
"Jane Prosacco","7618060341","28/07/22 01:31:09 AM","00:40:13","13"
"Kennedy Borer","7307402025","08/12/21 11:48:50 PM","00:05:05","5"
"Theo Kihn","6825544206","14/04/23 12:03:39 PM","00:37:57","57"
"Destini Hilll","7748632750","17/06/22 07:56:47 AM","00:26:15","15"
"Theo Kihn","6825544206","10/12/22 09:43:41 PM","00:04:45","45"
"Dexter Rodriguez","7567834867","09/03/22 10:00:52 PM","00:46:05","5"
"Kennedy Borer","7307402025","07/05/21 10:38:05 PM","00:21:01","1"
"Catharine Dare","7475065872","25/08/21 02:44:58 AM","00:18:17","17"
"Gail Kunde","7144608124","24/04/21 05:36:55 AM","00:33:08","8"
"Tiara Blick","8544178677","19/03/21 02:13:15 AM","00:08:54","54"
"Norval Runolfsson","8271406530","08/07/21 08:33:24 PM","00:28:37","37"
"Loy Anderson","7751552622","28/01/22 04:20:42 PM","00:16:37","37"
"Noe Howe","8642773250","25/09/21 07:34:02 PM","00:38:20","20"
"Connor Ward","7726866607","07/05/22 07:17:28 AM","00:49:48","48"
"Rocio Lynch","8275473471","13/03/21 08:00:33 PM","00:27:24","24"
"Zakary Jerde","7558066525","24/07/21 11:49:32 AM","00:23:57","57"
"Myriam Hauck","7363548621","19/10/22 09:24:12 AM","00:13:41","41"
"Kali Blanda","6174001627","19/11/21 03:03:46 AM","00:15:02","2"
"Leonel Crona","6626720382","24/11/22 10:51:19 PM","00:37:38","38"
"Jacques Kessler","8027520724","25/04/23 11:47:45 AM","00:49:52","52"
"Alice Spencer","8868223038","17/05/22 04:46:16 PM","00:45:38","38"
"Carroll Rowe","7483527142","02/07/21 04:21:27 AM","00:41:25","25"
"Darlene Schmitt","7465500580","11/10/21 11:13:17 PM","00:50:54","54"
"Heaven Oberbrunner","6142278425","27/11/21 02:12:51 AM","00:36:26","26"
"Norval Runolfsson","8271406530","18/12/22 04:05:05 PM","00:54:44","44"
"Jacques Kessler","8027520724","18/12/22 08:39:22 PM","00:00:21","21"
"Grady Wintheiser","6252764861","27/03/21 02:53:34 PM","00:21:04","4"
"Isom Schumm","6287361620","29/08/21 05:16:11 AM","00:54:42","42"
"Morris Goldner","8880873376","09/05/21 08:19:00 PM","00:26:51","51"
"Dexter Rodriguez","7567834867","04/11/22 02:51:02 AM","00:42:50","50"
"Horace Kirlin","8441388320","05/02/21 09:53:29 AM","00:56:20","20"
"Madie Christiansen","8134067075","27/02/22 11:57:40 AM","00:17:17","17"
"Osbaldo Frami","6363788523","13/09/22 12:00:08 AM","00:47:04","4"
"Lenna Lueilwitz","6336328528","05/08/21 02:41:42 PM","00:55:32","32"
"Horace Kirlin","8441388320","11/06/21 03:21:49 PM","00:38:22","22"
"Judy Kertzmann","8668211071","21/09/22 04:22:32 PM","00:08:14","14"
"Rocio Lynch","8275473471","24/08/21 09:22:34 PM","00:16:40","40"
"Terrence Beer","8186680762","26/05/21 03:11:30 AM","00:21:03","3"
"Abigayle Barton","8425588575","19/01/23 12:29:40 AM","00:05:58","58"
"Rudy Gleichner","8158818283","12/12/21 01:01:27 AM","00:40:21","21"
"Kadin Wilderman","7820212022","26/04/22 08:34:42 PM","00:36:26","26"
"Gail Kunde","7144608124","16/03/23 07:33:49 PM","00:24:46","46"
"Lenna Lueilwitz","6336328528","14/12/22 01:01:14 AM","00:28:58","58"
"Isom Schumm","6287361620","19/10/22 01:34:04 PM","00:35:50","50"
"Terrence Beer","8186680762","24/09/21 11:11:57 PM","00:39:32","32"
"Melisa Becker","6434263388","21/08/21 10:45:06 AM","00:30:11","11"
"Myriam Hauck","7363548621","12/03/21 05:03:14 PM","00:24:50","50"
"Theo Kihn","6825544206","25/04/22 11:20:48 PM","00:46:57","57"
"Maida Kassulke","7435070538","15/08/21 04:19:42 AM","00:19:21","21"
"Rocio Lynch","8275473471","22/12/22 06:42:02 PM","00:21:42","42"
"Alice Spencer","8868223038","11/10/21 12:06:06 PM","00:51:39","39"
"Jane Prosacco","7618060341","24/09/21 08:27:43 PM","00:16:46","46"
"Sydnie Adams","6111075846","16/06/23 05:00:31 AM","00:11:56","56"
"Amos Wisoky","7524067281","15/05/22 06:06:31 AM","00:44:49","49"
"Loy Anderson","7751552622","22/10/21 11:21:08 PM","00:38:47","47"
"Alayna Glover","8154056327","20/10/21 04:00:45 PM","00:03:49","49"
"Adriel Kiehn","7143743413","18/09/22 04:29:46 AM","00:28:52","52"
"Clovis Boyer","7672443644","03/04/22 09:17:51 AM","00:27:54","54"
"Adolphus McGlynn","7674284835","21/02/22 02:15:06 AM","00:48:56","56"
"Izabella Price","6302575247","22/01/21 02:39:37 AM","00:25:24","24"
"Mckenna Greenfelder","8474444466","20/06/22 04:50:02 AM","00:37:48","48"
"Elizabeth Kerluke","7641637280","07/04/22 02:32:32 PM","00:47:38","38"
"Shaniya Shields","8214805385","30/11/22 01:42:35 PM","00:56:45","45"
"Juana Welch","8440655110","05/01/23 07:56:45 PM","00:06:40","40"
"Gail Kunde","7144608124","26/02/23 09:59:06 AM","00:31:32","32"
"Grayson Kris","6446678835","07/07/22 05:20:33 AM","00:54:19","19"
"Alice Spencer","8868223038","09/08/21 11:04:14 AM","00:51:17","17"
"Barrett Ritchie","8621786146","26/02/22 08:24:15 AM","00:55:21","21"
"Lysanne O'Conner","6716264882","08/12/21 01:58:52 PM","00:08:39","39"
"Rocio Lynch","8275473471","12/03/21 08:27:18 AM","00:00:07","7"
"Julian Hirthe","8750634144","04/02/23 12:49:15 AM","00:04:09","9"
"Abigayle Barton","8425588575","25/05/21 04:24:55 PM","00:23:56","56"
"Margret Veum","8008140110","12/04/22 05:20:52 PM","00:07:42","42"
"Jose Brekke","6667002384","10/01/22 04:10:46 PM","00:05:32","32"
"Kali Blanda","6174001627","01/01/22 01:10:45 PM","00:21:00","0"
"Ross Ondricka","8874661140","01/02/23 04:08:50 PM","00:49:29","29"
"Buck Erdman","7420567307","20/12/21 10:02:45 PM","00:19:47","47"
"Jose Brekke","6667002384","24/02/23 01:29:19 PM","00:32:34","34"
"Norval Runolfsson","8271406530","30/10/21 02:29:10 PM","00:38:18","18"
"Julian Hirthe","8750634144","17/04/22 11:26:58 PM","00:43:14","14"
"Shaniya Shields","8214805385","02/10/22 07:33:20 PM","00:26:21","21"
"Grayson Kris","6446678835","21/05/22 08:10:06 AM","00:43:17","17"
"Lucienne Konopelski","6800123174","30/03/23 11:50:38 PM","00:10:45","45"
"Thad Sawayn","8187164073","05/03/23 03:58:24 AM","00:21:24","24"
"Hailee Dooley","8500332382","12/12/22 06:47:37 AM","00:16:49","49"
"Heaven Oberbrunner","6142278425","15/03/22 10:54:10 PM","00:15:33","33"
"Jordyn Kunde","8074652402","27/06/22 11:32:02 AM","00:30:57","57"
"Shaniya Shields","8214805385","06/06/22 03:45:23 AM","00:45:03","3"
"Maida Kassulke","7435070538","08/03/21 06:16:29 AM","00:13:02","2"
"Judy Kertzmann","8668211071","28/04/21 03:45:57 AM","00:06:48","48"
"Onie Yundt","8474018636","27/05/22 02:59:47 PM","00:08:22","22"
"Jose Brekke","6667002384","08/10/22 09:39:01 AM","00:51:42","42"
"Darlene Schmitt","7465500580","15/03/23 08:21:10 AM","00:26:46","46"
"Norval Runolfsson","8271406530","17/01/21 04:39:32 AM","00:18:15","15"
"Judy Kertzmann","8668211071","20/01/21 08:28:26 PM","00:12:56","56"
"Lysanne O'Conner","6716264882","03/06/23 05:12:09 PM","00:37:41","41"
"Bradley Herman","8134657302","03/09/21 01:45:07 AM","00:28:08","8"
"Meagan Torp","8815612476","09/06/21 04:14:00 AM","00:20:40","40"
"Isom Schumm","6287361620","12/02/22 02:52:27 AM","00:45:24","24"
"Kennedy Borer","7307402025","13/06/23 02:12:57 AM","00:54:00","0"
"Gerard Bechtelar","7356483774","08/03/23 12:28:57 PM","00:22:45","45"
"Theron Osinski","6656424264","08/09/21 09:19:05 PM","00:39:18","18"
"Darlene Schmitt","7465500580","25/03/21 02:15:50 PM","00:07:49","49"
"Alexandro Heidenreich","7016647153","08/03/23 07:46:27 PM","00:11:26","26"
"Katelin Dicki","7771071266","13/05/23 09:47:21 AM","00:33:52","52"
"Jordyn Kunde","8074652402","20/04/22 05:37:56 AM","00:04:37","37"
"Alice Spencer","8868223038","10/01/21 11:20:00 AM","00:26:14","14"
"Mauricio Wilderman","6415734707","05/08/22 06:50:29 PM","00:40:51","51"
"Rocio Lynch","8275473471","25/09/22 06:50:13 AM","00:17:09","9"
"Isom Schumm","6287361620","11/04/23 04:36:03 PM","00:11:14","14"
"Myriam Hauck","7363548621","27/04/21 10:35:33 PM","00:07:26","26"
"Tiara Blick","8544178677","26/06/22 09:39:49 PM","00:38:13","13"
"Sydnie Adams","6111075846","04/06/23 05:59:41 AM","00:21:19","19"
"Isom Schumm","6287361620","28/01/21 01:33:42 AM","00:06:19","19"
"Jose Brekke","6667002384","19/10/22 10:22:03 AM","00:06:38","38"
"Horace Kirlin","8441388320","01/01/21 07:25:10 AM","00:16:34","34"
"Jose Brekke","6667002384","04/09/21 05:56:09 PM","00:54:15","15"
"Osbaldo Frami","6363788523","21/07/21 08:56:12 PM","00:12:16","16"
"Kim Lesch","8671863255","25/04/21 02:52:01 AM","00:01:43","43"
"Melisa Becker","6434263388","22/06/23 05:01:57 PM","00:57:57","57"
"Rhianna Towne","6388062322","09/10/22 06:00:57 AM","00:05:41","41"
"Rhianna Towne","6388062322","21/07/22 01:29:24 PM","00:05:27","27"
"Alice Spencer","8868223038","22/09/22 12:04:25 AM","00:39:47","47"
"Isom Schumm","6287361620","11/01/23 09:12:41 PM","00:16:14","14"
"Ross Ondricka","8874661140","08/07/22 11:13:04 AM","00:48:21","21"
"Rudy Gleichner","8158818283","16/06/22 03:45:00 PM","00:42:00","0"
"Buck Erdman","7420567307","22/05/22 12:01:20 PM","00:01:13","13"
"Norval Runolfsson","8271406530","20/04/21 01:32:21 AM","00:27:30","30"
"Alice Spencer","8868223038","30/01/21 01:12:18 AM","00:21:40","40"
"Bradley Herman","8134657302","04/01/23 03:45:07 PM","00:03:49","49"
"Dexter Rodriguez","7567834867","16/06/22 03:45:54 AM","00:35:39","39"
"Juana Welch","8440655110","13/05/23 03:12:51 AM","00:45:34","34"
"Melisa Becker","6434263388","31/03/21 08:53:47 PM","00:06:05","5"
"Kim Lesch","8671863255","30/07/22 12:30:05 AM","00:16:26","26"
"Meagan Torp","8815612476","15/03/21 11:42:04 PM","00:32:52","52"
"Ross Ondricka","8874661140","12/04/21 05:48:19 PM","00:36:34","34"
"Lysanne O'Conner","6716264882","12/03/21 01:30:26 PM","00:14:59","59"
"Roberta Gorczany","6782844083","22/03/22 04:19:41 AM","00:52:45","45"
"Dexter Rodriguez","7567834867","09/12/21 05:42:57 AM","00:20:11","11"
"Brigitte Wyman","8177025320","23/09/22 02:29:41 PM","00:27:54","54"
"Noe Howe","8642773250","09/04/22 10:58:56 PM","00:19:31","31"
"Darron Towne","6481435540","24/06/23 11:16:41 PM","00:42:26","26"
"Juana Welch","8440655110","17/01/21 07:51:08 AM","00:53:37","37"
"Jose Brekke","6667002384","01/09/21 03:21:35 PM","00:23:12","12"
"Alisa Schoen","6264071647","17/03/21 08:08:13 AM","00:44:04","4"
"Buck Erdman","7420567307","18/12/21 10:54:20 AM","00:30:25","25"
"Zula Davis","7505507610","09/12/21 05:39:25 AM","00:16:56","56"
"Rhianna Towne","6388062322","01/03/22 06:47:30 PM","00:54:30","30"
"Kennedy Borer","7307402025","23/05/23 08:34:24 AM","00:56:26","26"
"Nash Cummings","8558821633","14/11/21 11:41:51 AM","00:37:47","47"
"Lucienne Konopelski","6800123174","28/02/22 03:16:06 PM","00:29:16","16"
"Jedidiah Kuhic","8838455708","14/12/22 07:30:33 PM","00:30:54","54"
"Loy Anderson","7751552622","22/09/22 01:09:52 AM","00:02:09","9"
"Theo Kihn","6825544206","10/04/22 07:38:24 PM","00:23:09","9"
